created_at,text,display_text_range,retweet_count,favorite_count,favorited,truncated,lang,is_quote_status,in_reply_to_user_id_str,in_reply_to_status_id_str,in_reply_to_screen_name,user.author_id,user.author_id_str,user.name,user.screen_name,user.author_created_at,user.profile_image_url,user.profile_banner_url,user.url,user.location,user.tweets_count,user.followers_count,user.friends_count,user.statuses_count,user.time_zone,user.protected,user.verified,user.is_translator,user.contributors_enabled,user.geo_enabled
Sun Mar 29 23:59:08 +0000 2020,"@DesignationSix @thomaskaine5 @Applebees @IHOP @redlobster @rubytuesday @Starbucks @goldencorral @Arbys @McDonalds @Disney Brainwashed right, supremacists, racists, sexists enabled by a thug con man. They would kill and screw their grandmothers.","[123,245]",0,0,FALSE,FALSE,en,FALSE,9.69E+17,1.24E+18,DesignationSix,1.20E+18,1.20E+18,@md51,mdmohiker,Fri Dec 06 01:36:32 +0000 2019,http://pbs.twimg.com/profile_images/1240824598536417280/GR8FhuQy_normal.jpg,https://pbs.twimg.com/profile_banners/1202763283981197313/1584670767,,,1697,11,66,1697,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:58:42 +0000 2020,I__ ready to run the streets and waste my money on Starbucks again____ https://t.co/h4s8Mhscmq,"[0,68]",0,2,FALSE,FALSE,en,TRUE,,,,261893975,261893975,Mo_,moniqueruizz,Sun Mar 06 22:52:57 +0000 2011,http://pbs.twimg.com/profile_images/1243906390831308801/CU-Gz6Rp_normal.jpg,https://pbs.twimg.com/profile_banners/261893975/1583985249,,my bed w my man,20611,433,252,20611,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:58:39 +0000 2020,i miss my morning routine of getting hot chocolate from starbucks __________,"[0,71]",0,1,FALSE,FALSE,en,FALSE,,,,1.18E+18,1.18E+18,______¼ã__¼ã__£ã__ #______ä¾¡æ_ _¤ï_,BPZ_RXWGames,Sat Sep 28 01:32:56 +0000 2019,http://pbs.twimg.com/profile_images/1242721225979371520/oYhrarAf_normal.jpg,https://pbs.twimg.com/profile_banners/1177757941220413441/1585122805,https://t.co/aqa6dWakKl,,13827,579,2223,13827,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:58:37 +0000 2020,RT @findingadrian: Amazon needs warehouse employees to work grocery unit as grocery demand surges. Offering higher pay ($19/Hour) as incent_,"[0,140]",1,0,FALSE,FALSE,en,FALSE,,,,174775273,174775273,____,ifbxox,Wed Aug 04 20:02:42 +0000 2010,http://pbs.twimg.com/profile_images/897023658656505858/fjgh9bhy_normal.jpg,https://pbs.twimg.com/profile_banners/174775273/1502916466,,"Newark, NJ",1930,10722,10717,1930,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:58:13 +0000 2020,@ungarolicious @Starbucks Thank you love _¥°,"[26,42]",0,0,FALSE,FALSE,en,FALSE,1.04E+18,1.24E+18,ungarolicious,142103840,142103840,early mid-life crisis,lixxluthor,Mon May 10 00:08:37 +0000 2010,http://pbs.twimg.com/profile_images/909986742832377856/xUB9wbB__normal.jpg,https://pbs.twimg.com/profile_banners/142103840/1501490830,https://t.co/4KyCMcN5lG,"Los Angeles, CA",2596,333,317,2596,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:58:11 +0000 2020,@albifalasteen Yeah I__ just saying the numbers aren__ going up in America because people are going to get Starbucks. It__ skyrocketing because more people who already had it are finally getting tested. Obviously there are still some people who are outside more than they should be though,"[15,288]",0,0,FALSE,FALSE,en,FALSE,1945943660,1.24E+18,albifalasteen,341329456,341329456,Izzat Hamideh,IzzatHamideh,Sun Jul 24 05:50:55 +0000 2011,http://pbs.twimg.com/profile_images/1086328627162218498/eRZTZAj7_normal.jpg,https://pbs.twimg.com/profile_banners/341329456/1547795135,,"Yonkers, NY _ Cleveland, OH",16494,838,437,16494,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:58:04 +0000 2020,Starbucks,"[0,9]",0,1,FALSE,FALSE,en,FALSE,386574380,1.24E+18,olivia_synan,386574380,386574380,Olivia Synan,olivia_synan,Fri Oct 07 14:29:07 +0000 2011,http://pbs.twimg.com/profile_images/1241520748088512512/ghxcVtk4_normal.jpg,https://pbs.twimg.com/profile_banners/386574380/1549073997,,"Athens, GA",14549,502,479,14549,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:57:59 +0000 2020,Mine is wanting Starbucks everyday. https://t.co/8770jpNKU7,"[0,35]",0,2,FALSE,FALSE,en,TRUE,,,,1.22E+18,1.22E+18,Hvni Music,hvnimusic,Mon Jan 13 15:57:33 +0000 2020,http://pbs.twimg.com/profile_images/1242692719136215041/0SoP8CiC_normal.jpg,https://pbs.twimg.com/profile_banners/1216751073995579403/1585141213,,,299,57,87,299,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:57:52 +0000 2020,this iced coffee i just made might stop me from going to starbucks to save my coins__,"[0,84]",1,13,FALSE,FALSE,en,FALSE,,,,8.69E+17,8.69E+17,____ __________,yyelsel__,Sat May 27 22:14:27 +0000 2017,http://pbs.twimg.com/profile_images/1240157796441534464/a9Em1-rX_normal.jpg,https://pbs.twimg.com/profile_banners/868591256267407362/1585588740,,,11456,325,400,11456,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:57:51 +0000 2020,RT @briannajuarez_: I really do need a starbucks,"[0,48]",48,0,FALSE,FALSE,en,FALSE,,,,1.06E+18,1.06E+18,denise __,deeniiisee_,Fri Nov 09 21:34:23 +0000 2018,http://pbs.twimg.com/profile_images/1219689789403779072/b_A2UZMK_normal.jpg,https://pbs.twimg.com/profile_banners/1061009127755853824/1584847975,,,1771,194,196,1771,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:57:49 +0000 2020,RT @findingadrian: Amazon entices warehouse employees to work grocery unit (Whole Foods) with higher pay ($19/Hour) #starbucks https://t.co_,"[0,140]",2,0,FALSE,FALSE,en,FALSE,,,,174775273,174775273,____,ifbxox,Wed Aug 04 20:02:42 +0000 2010,http://pbs.twimg.com/profile_images/897023658656505858/fjgh9bhy_normal.jpg,https://pbs.twimg.com/profile_banners/174775273/1502916466,,"Newark, NJ",1930,10722,10717,1930,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:57:49 +0000 2020,Amazon needs warehouse employees to work grocery unit as grocery demand surges. Offering higher pay ($19/Hour) as incentive #starbucks https://t.co/divKIrTqL3,"[0,134]",1,1,FALSE,FALSE,en,FALSE,,,,2507243704,2507243704,Adrian@theBux,findingadrian,Fri Apr 25 00:03:45 +0000 2014,http://pbs.twimg.com/profile_images/459484918842920961/kI6XrCjt_normal.jpeg,,,,52943,658,4,52943,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:57:48 +0000 2020,RT @KateMcClarnon83: Hey @USIedu @RiceLib and @USIfood! I need your help. My mom is Donna from USI Starbucks and she turns 65 this week!! I_,"[0,140]",68,0,FALSE,FALSE,en,FALSE,,,,1.01E+18,1.01E+18,Katie __,KatieeeVinci,Wed Jul 04 18:16:27 +0000 2018,http://pbs.twimg.com/profile_images/1242626047469912064/a8BBNULk_normal.jpg,https://pbs.twimg.com/profile_banners/1014573668003966976/1585100113,https://t.co/mReBsDTDUx,University of Southern Indiana,2641,161,199,2641,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:57:47 +0000 2020,RT @jackieexoxoxo: I haven__ had Starbucks in a minute )_:,"[0,58]",1,0,FALSE,FALSE,en,FALSE,,,,3279263696,3279263696,Junior___,kvffin,Tue Jul 14 05:42:17 +0000 2015,http://pbs.twimg.com/profile_images/1223409010818326528/WU-y5J8d_normal.jpg,https://pbs.twimg.com/profile_banners/3279263696/1575219286,https://t.co/0Cy5LlcHlr,"Dallas, TX",12009,620,522,12009,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:57:44 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks _¥º_¥º_¥º,"[0,108]",5145,0,FALSE,FALSE,en,FALSE,,,,9.52E+17,9.52E+17,queen __,afinaaaaaaamira,Sat Jan 13 06:18:44 +0000 2018,http://pbs.twimg.com/profile_images/1241321926879932416/0Yvbx6-d_normal.jpg,https://pbs.twimg.com/profile_banners/952062337145425920/1584789827,https://t.co/u7DYAc18mt,Malaysia,74630,346,203,74630,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:57:39 +0000 2020,"RT @idriporiss: attention all wlw!! 

this is my bff keri. she is looking for a gf. she is 19, lives in nc, is a starbucks barista and is a_","[0,140]",1,0,FALSE,FALSE,en,FALSE,,,,7.42E+17,7.42E+17,kiwi _,MlNTMYG,Mon Jun 13 06:15:30 +0000 2016,http://pbs.twimg.com/profile_images/1244826247026348032/CJKaLmIz_normal.jpg,https://pbs.twimg.com/profile_banners/742238949821796353/1585624886,https://t.co/s8NXfvQYaN,she/her,18716,374,267,18716,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:57:38 +0000 2020,RT @nickpupo: Imagine being someone who misses Starbucks right now.,"[0,67]",2,0,FALSE,FALSE,en,FALSE,,,,1535470568,1535470568,Stephen Mitchell,LivinCivil,Fri Jun 21 01:41:11 +0000 2013,http://pbs.twimg.com/profile_images/1205273597952045057/Y2HIs3zI_normal.jpg,https://pbs.twimg.com/profile_banners/1535470568/1502404720,,"Florida, USA",15443,203,418,15443,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:57:36 +0000 2020,"RT @AGuyWhoDraws: And these big companies ""capitalize"" on these fears. There will always be IHOPs and Starbucks and Michaels stores, but do_","[0,140]",2,0,FALSE,FALSE,en,FALSE,,,,3234588657,3234588657,"______il Further Notice, Locked In My House...",iblamethe80s,Tue May 05 00:55:21 +0000 2015,http://pbs.twimg.com/profile_images/1244523301030039552/KZYTPmCM_normal.jpg,https://pbs.twimg.com/profile_banners/3234588657/1585286115,https://t.co/hKGdfcMPf9,"Cincinnati, OH",43218,429,1407,43218,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:57:34 +0000 2020,@bertkreischer your Starbucks bit gets me every time I swear !,"[0,62]",0,0,FALSE,FALSE,en,FALSE,17953972,,bertkreischer,297793228,297793228,Starboy_24/8____,CoolGuyTexas_XO,Fri May 13 03:43:27 +0000 2011,http://pbs.twimg.com/profile_images/787160015492751360/qIfOZbIC_normal.jpg,https://pbs.twimg.com/profile_banners/297793228/1476508548,,"Wilson, NC",21108,250,465,21108,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:57:34 +0000 2020,"An easy Iced Chai Tea Latte Recipe made with concentrated chai tea, cold brew and coconut milk. A Starbucks copycat recipe that will hit the spot! https://t.co/EvBihL7wGI","[0,170]",0,0,FALSE,FALSE,en,FALSE,,,,24098177,24098177,Kaylanna F.,InvadeTheParade,Fri Mar 13 01:40:46 +0000 2009,http://pbs.twimg.com/profile_images/864957737863720961/ckWdhPOd_normal.jpg,https://pbs.twimg.com/profile_banners/24098177/1562461083,https://t.co/7unEAKOsuy,United States,7485,601,37,7485,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:57:31 +0000 2020,"A coronavirus hat and Starbucks physical distancing: the wee.. 
Guardian - News - Noticias - Bitcoin - CryptoCurrency - @News_1jl4 &gt; https://t.co/EYuLwHFzmY","[0,159]",0,0,FALSE,FALSE,en,FALSE,,,,1.17E+18,1.17E+18,News_1jl4 Noticias Bitcoin Forex Health Fitness,News_1jl4,Sat Sep 14 03:37:48 +0000 2019,http://pbs.twimg.com/profile_images/1172735232396668929/Vz9WlfKf_normal.jpg,https://pbs.twimg.com/profile_banners/1172715490927685632/1568435838,https://t.co/uKmREYoAxh,World,22181,76,7,22181,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:57:30 +0000 2020,I miss Starbucks. The baristas. The breakfast sandwiches. My Venti Iced Caramel macchiato w/ 4 shots _¥º,"[0,102]",0,0,FALSE,FALSE,en,FALSE,,,,2365604588,2365604588,___,TatianaLokelani,Fri Feb 28 13:26:43 +0000 2014,http://pbs.twimg.com/profile_images/1243522826205683713/ixsg_wNg_normal.jpg,https://pbs.twimg.com/profile_banners/2365604588/1585301979,,BI_HI,8550,76,122,8550,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:57:23 +0000 2020,RT @BuzzFeedNews: EXCLUSIVE: Starbucks employees across the US say stores were kept open with little guidance on how to handle the coronavi_,"[0,140]",1293,0,FALSE,FALSE,en,FALSE,,,,1.03E+18,1.03E+18,BreastCancer,BreastC60291230,Wed Aug 29 22:01:50 +0000 2018,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,,1579,8,30,1579,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:57:17 +0000 2020,what time does starbucks close now?!?,"[0,37]",0,1,FALSE,FALSE,en,FALSE,,,,193853982,193853982,Linda Eliza___,lindacortes21,Wed Sep 22 20:25:58 +0000 2010,http://pbs.twimg.com/profile_images/1241197878732865536/9Esm-M6T_normal.jpg,https://pbs.twimg.com/profile_banners/193853982/1584251805,,,27994,542,274,27994,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:57:02 +0000 2020,"RT @EmpressNavi: Let__ see what sort of giftcard amounts you pets will come up with...anything from $10+ 

Giftcards sent to:
TheEmpressNav_","[0,140]",25,0,FALSE,FALSE,en,FALSE,,,,1.13E+18,1.13E+18,Little Rt Piggy,kevluvass,Wed May 22 13:09:23 +0000 2019,http://pbs.twimg.com/profile_images/1242733278886576129/BtTzjZkE_normal.jpg,https://pbs.twimg.com/profile_banners/1131185287722352640/1585535313,,,110860,4175,4998,110860,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:57:02 +0000 2020,"RT @FAIRImmigration: In recent years, @Starbucks has used foreign workers instead of Americans. When this situation passes and companies re_","[0,140]",2581,0,FALSE,FALSE,en,FALSE,,,,3366908805,3366908805,____ DisneyJoe ____,tempio_joe,Thu Jul 09 02:20:43 +0000 2015,http://pbs.twimg.com/profile_images/861790094570684417/Bpqxcm1Z_normal.jpg,https://pbs.twimg.com/profile_banners/3366908805/1494327898,,United States ____,41118,4678,5010,41118,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:56:55 +0000 2020,"RT @yvryakker: @EN_Griffin @BuiltJustice @AmyEStarkey @DeedsWylie Worked out well in this ""my man better stand up for me"" incident. 

https_","[0,140]",1,0,FALSE,FALSE,en,FALSE,,,,3183275408,3183275408,Vancouver Kayaker,yvryakker,Sat May 02 19:40:16 +0000 2015,http://pbs.twimg.com/profile_images/594588848295845888/E99K9TI6_normal.jpg,https://pbs.twimg.com/profile_banners/3183275408/1430596228,,"Vancouver, British Columbia",20,15,55,20,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:56:28 +0000 2020,"RT @FAIRImmigration: In recent years, @Starbucks has used foreign workers instead of Americans. When this situation passes and companies re_","[0,140]",2581,0,FALSE,FALSE,en,FALSE,,,,227307359,227307359,patricia kahler,connnutmeg,Thu Dec 16 13:56:18 +0000 2010,http://pbs.twimg.com/profile_images/1242763765357182977/gx79d_qV_normal.jpg,https://pbs.twimg.com/profile_banners/227307359/1577646885,,CONNECTICUT,531165,14589,16053,531165,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:56:27 +0000 2020,weird side effect of estrogen is that i smell different now so i always feel like I have BO when its really just my new natural odor so that's cool i hate quarantine i wanna go back to starbucks and put my mouth right on the vanilla syrup and administer me 20 Full Beverage Pumps,"[0,279]",0,8,FALSE,FALSE,en,FALSE,,,,7.88E+17,7.88E+17,.,AlyxRichard,Tue Oct 18 01:15:53 +0000 2016,http://pbs.twimg.com/profile_images/1208862509735858176/W0IeSeWR_normal.jpg,https://pbs.twimg.com/profile_banners/788186805116035072/1583765514,https://t.co/HJ5lsHrFsq,in the direction of deer,8210,104,340,8210,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:56:13 +0000 2020,@dominakylie Starbucks daily hahha,"[13,34]",0,1,FALSE,FALSE,en,FALSE,3858825436,1.24E+18,dominakylie,8.98E+17,8.98E+17,basic bitch _,jadechampagne_,Wed Aug 16 23:15:38 +0000 2017,http://pbs.twimg.com/profile_images/1241268973879963649/oVxYM8cs_normal.jpg,https://pbs.twimg.com/profile_banners/897960069194670080/1585550669,https://t.co/RixuE4Q5HK,Canada ____,5500,17821,155,5500,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:56:06 +0000 2020,"RT @FAIRImmigration: In recent years, @Starbucks has used foreign workers instead of Americans. When this situation passes and companies re_","[0,140]",2581,0,FALSE,FALSE,en,FALSE,,,,1.24E+18,1.24E+18,Jay,Jay64358116,Fri Mar 06 18:32:04 +0000 2020,http://pbs.twimg.com/profile_images/1236040650279317505/Q30HwAK0_normal.jpg,,,,4274,655,611,4274,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:56:01 +0000 2020,"The Ministry of Healing by AJ Gordon #book on tour w/ @ celebrate_lit. Read author's guest post &amp; enter the #free #giveaway for a $20 Starbucks gift card. 
Follow now!
https://t.co/omYKIgTzD9","[0,195]",0,1,FALSE,FALSE,en,FALSE,,,,350446219,350446219,shelly peterson,cshell202,Sun Aug 07 19:52:39 +0000 2011,http://pbs.twimg.com/profile_images/1217234006019727360/Nqr7uVXN_normal.jpg,https://pbs.twimg.com/profile_banners/350446219/1402415981,,"Spokane, Wa",513942,1584,3472,513942,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:55:57 +0000 2020,"@EN_Griffin @BuiltJustice @AmyEStarkey @DeedsWylie Worked out well in this ""my man better stand up for me"" incident. 

https://t.co/PV4wABZ0nh","[51,142]",1,0,FALSE,FALSE,en,FALSE,1068610508,1.24E+18,EN_Griffin,3183275408,3183275408,Vancouver Kayaker,yvryakker,Sat May 02 19:40:16 +0000 2015,http://pbs.twimg.com/profile_images/594588848295845888/E99K9TI6_normal.jpg,https://pbs.twimg.com/profile_banners/3183275408/1430596228,,"Vancouver, British Columbia",20,15,55,20,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:55:54 +0000 2020,"RT @pocono_mtn: .@realDonaldTrump 
I just read Robby Starbucks thread on ALL of your accomplishments! My heart breaks for you for what the_","[0,139]",8,0,FALSE,FALSE,en,FALSE,,,,2178882809,2178882809,Lynnâ­____,lynnhackett50,Wed Nov 13 00:01:58 +0000 2013,http://pbs.twimg.com/profile_images/378800000823092862/e2208373ae89d588479881f2be1f00dc_normal.jpeg,https://pbs.twimg.com/profile_banners/2178882809/1390764786,,,252506,16823,15832,252506,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:55:52 +0000 2020,@Starbucks blueberries _¥º https://t.co/tbUyetTeKG,"[0,24]",0,0,FALSE,FALSE,en,FALSE,30973,,Starbucks,1.21E+18,1.21E+18,made in china,theEmilyLaux,Fri Dec 13 04:22:29 +0000 2019,http://pbs.twimg.com/profile_images/1243543950163615746/lKCCX4yu_normal.jpg,https://pbs.twimg.com/profile_banners/1205342163409809410/1578617547,https://t.co/Jm2nSF9aAp,Quarantine,10324,173,703,10324,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:55:41 +0000 2020,RT @chrischasetx: Which Starbucks is this ______https://t.co/Xe1lKKkExi,"[0,68]",136,0,FALSE,FALSE,en,FALSE,,,,1.05E+18,1.05E+18,____BearsShitInTheWoodsToo____,ShitBears,Mon Oct 08 08:41:25 +0000 2018,http://pbs.twimg.com/profile_images/1121321385631072256/Rq10H5eH_normal.png,https://pbs.twimg.com/profile_banners/1049218194874032128/1562751782,https://t.co/7R3kAYOe9m,The Woods,2388,272,1233,2388,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:55:33 +0000 2020,"RT @BrittMcHenry: Caffeine really helps with my head post surgery. With Starbucks now closed, and many others already closed, I__ strugglin_","[0,140]",48,0,FALSE,FALSE,en,FALSE,,,,1.21E+18,1.21E+18,Steavella Gaddis,GaddisSteavella,Fri Dec 13 16:22:51 +0000 2019,http://pbs.twimg.com/profile_images/1206292731108188163/3-oq3KpD_normal.jpg,,,"Guthrie, OK",6,0,16,6,,FALSE,FALSE,FALSE,FALSE,TRUE
Sun Mar 29 23:55:20 +0000 2020,@KyleDHiggins Is that what they serve at Starbucks: https://t.co/nATDJeWQDH,"[14,51]",0,4,FALSE,FALSE,en,FALSE,43253934,1.24E+18,KyleDHiggins,66139723,66139723,Alex Jordan,AlexJordan406,Sun Aug 16 16:13:42 +0000 2009,http://pbs.twimg.com/profile_images/861754550931337216/-_G2aOBz_normal.jpg,,,"Ottawa, ON",17243,149,1402,17243,,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Mar 29 23:55:19 +0000 2020,"RT @FatKidDeals: Get a $5 Starbucks GiftCard for $1.00 from Raise!! 

Make account https://t.co/1Fgi9sgEhk (Get $5 off purchase)

Claim $5_","[0,139]",2,0,FALSE,FALSE,en,FALSE,,,,114309885,114309885,Jessica Rengifo,weepingjessica,Sun Feb 14 23:40:25 +0000 2010,http://pbs.twimg.com/profile_images/2353906504/cgl4kohu55vfunxtlin6_normal.jpeg,https://pbs.twimg.com/profile_banners/114309885/1416513001,,San Antonio de los Altos,119700,1294,4429,119700,,FALSE,FALSE,FALSE,FALSE,FALSE
